trip_id,route_id,vehicle_id,latitude,longitude,bearing,stop_id,timestamp_epoch
6253089-14_A_50_1402_15:29-SETP2025-14-L-Ma-J-V-38,14,RLA481,43.7376594543457,7.309074878692627,211,7043,1757424905
6424143-16_R_97_1602_15:39-SETP2025-16-Semaine-35,16,RLA160,43.73285675048828,7.244186878204346,10,260,1757424905
6428454-61_A_50_6105_15:50-PROJET2025-61-Semaine-24,61,TCA108189,43.67747497558594,7.228460788726807,23,412,1757424905
6429301-15_A_50_1505_15:42-SETP2025-15-Semaine-11,15,RLA318,43.70072555541992,7.276719570159912,296,2581,1757424905
6368892-09_R_98_0908_15:40-PROJET2025-09-Semaine-35,09,TCA109468,43.66922378540039,7.210013389587402,234,2967,1757424905
5909232-NVN3_A_90_NVN301_15:10-PROJET2025-NVence3-Semaine-12,NVN3,TCA106701,43.72258758544922,7.112218856811523,279,3031,1757424905
6416476-33_R_99_3305_15:24-SETP2025-33-L-Ma-J-V-36,33,RLA174,43.69874572753906,7.293873310089111,359,1322,1757424905
6252954-14_R_99_1406_15:20-SETP2025-14-L-Ma-J-V-38,14,RLA485,43.72817611694336,7.284052848815918,354,655,1757424905
6253010-14_R_99_1403_15:09-SETP2025-14-L-Ma-J-V-38,14,RLA488,43.74038314819336,7.310883045196533,22,7167,1757424905
6420008-35_R_99_3503_15:18-SETP2025-35-Semaine-35,35,RLA131,43.75075149536133,7.272790431976318,308,6042,1757424905
6410637-64_A_50_6401_15:15-SETP2025-64-Semaine-37,64,RLA102,43.705772399902344,7.244811534881592,20,1006,1757424905
6409592-57_A_50_5705_14:42-SETP2025-57-Semaine-06,57,RLA611,43.730220794677734,7.248489856719971,219,2826,1757424905
6424105-16_A_50_1604_15:37-SETP2025-16-Semaine-35,16,RLA125,43.72260665893555,7.272365570068359,203,243,1757424905
6414308-07_R_97_0707_15:39-SETP2025-07-L-Ma-J-V-41,07,RLA448,43.69908142089844,7.285129070281982,356,701,1757424905
6102503-63_A_48_6301_15:35-PROJET2025-63-Semaine-72-1101100,63,TCA73942,43.711421966552734,7.260909080505371,179,1422,1757424905
6429282-15_A_50_1503_15:06-SETP2025-15-Semaine-11,15,RLA326,43.7063102722168,7.331484317779541,313,8172,1757424905
