trip_id,route_id,vehicle_id,latitude,longitude,bearing,stop_id,timestamp_epoch
6416475-33_R_99_3304_15:06-SETP2025-33-L-Ma-J-V-36,33,RLA171,43.691917419433594,7.300390243530273,327,949,1757422897
6472687-50_A_50_5003_14:48-PROJET2025-50-Semaine-08,50,TCA106793,43.68523025512695,7.209278106689453,173,2849,1757422897
6140099-41_R_98_4101_14:19-PROJET2025-41-Semaine-05,41,TCA108185,43.68565368652344,7.149472236633301,66,4128,1757422897
5838484-52_R_5_5201_14:55-PROJET2025-52-Semaine-20,52,TCA115115,43.75796127319336,7.208490371704102,42,1456,1757422897
6327136-17_A_50_1703_14:56-SETP2025-17-L-Ma-J-V-35,17,RLA165,43.68553161621094,7.225430011749268,28,254,1757422897
5925313-54_R_98_5402_14:44-PROJET2025-54-Semaine-17,54,TCA106736,43.69881057739258,7.173725128173828,150,5086,1757422897
6414292-07_A_49_0701_14:38-SETP2025-07-L-Ma-J-V-41,07,RLA463,43.7091064453125,7.28774356842041,187,480,1757422897
6402543-32_A_48_3201_15:04-SETP2025-32-Semaine-34,32,RLA341,43.67658233642578,7.228010177612305,22,2831,1757422897
4669805-62_R_98_6203_15:20-RESEAU2023-62-Semaine-17,62,TCA73930,43.76567459106445,7.22365665435791,331,6033,1757422899
6446527-05_A_98_0506_14:35-SETP2025-05-L-Ma-J-V-38,05,RLA357,43.731693267822266,7.275716304779053,1,1144,1757422897
4515174-80_R_95_8001_14:38-RESEAU2023-80-Semaine-94,80,SUM1754,43.70644760131836,7.313457489013672,50,8233,1757422897
6420123-85_A_47_8501_14:55-PROJET2025-85-Semaine-06-1101100,85,SUM1829,43.738075256347656,7.312051773071289,120,7274,1757422897
6416035-21_R_99_2101_14:58-SETP2025-21-Semaine-40,21,RLA343,43.67076873779297,7.131052017211914,86,4203,1757422897
6446528-05_R_49_0504_14:56-SETP2025-05-L-Ma-J-V-38,05,RLA372,43.72911071777344,7.276753902435303,182,1211,1757422897
6218548-84_R_99_8401_12:01-PROJET2025-84-Semaine-04,84,SUM1752,43.70555877685547,7.289974689483643,348,2851,1757414524
6369705-30_R_99_3002_14:58-SETP2025-30-Semaine-32,30,RLA105,43.70207595825195,7.287576675415039,202,87,1757422897
6412108-37_R_99_3702_14:52-SETP2025-37-Semaine-37,37,RLA18,43.7120361328125,7.270756721496582,55,1451,1757422899
6218552-84_R_99_8402_14:31-PROJET2025-84-Semaine-04,84,SUM1746,43.712711334228516,7.295915126800537,185,330,1757422897
4759150-47_R_99_4701_15:25-PROJET2023-47-Semaine-10,47,TCA106086,43.766597747802734,7.202075958251953,83,21735,1757422897
6409619-57_R_99_5703_14:40-SETP2025-57-Semaine-06,57,RLA625,43.70169448852539,7.256234645843506,134,1297,1757422897
5422156-75_R_97_7501_15:05-PROJET2024-75-Semaine-86-1101100,75,TCA1295,43.72218704223633,7.227068901062012,155,503,1757422899
6253033-14_A_50_1407_14:56-SETP2025-14-L-Ma-J-V-38,14,RLA483,43.735042572021484,7.305484771728516,244,7155,1757422897
6429325-15_R_99_1508_14:28-SETP2025-15-Semaine-11,15,RLA312,43.70064163208008,7.2809858322143555,305,463,1757422897
6252493-11_A_49_1103_14:58-SETP2025-11-Semaine-37,11,RLA375,43.73127365112305,7.271061897277832,221,753,1757422897
6257314-59_R_98_5903_14:32-PROJET2025-59-Semaine-26,59,PDV106,43.733463287353516,7.184815883636475,274,2659,1757422897
6102501-63_A_48_6305_14:50-PROJET2025-63-Semaine-72-1101100,63,TCA73939,43.7139778137207,7.247868061065674,116,1142,1757422897
6462533-31_A_47_3101_15:02-PROJET2025-31-Semaine-08,31,TCA74036,43.722129821777344,7.227163791656494,138,503,1757422899
5838886-22_R_95_2204_15:10-PROJET2025-22-Semaine-20,22,PDV110808,43.77876281738281,7.187361717224121,31,21257,1757422897
5203702-68_A_50_6803_13:46-PROJET2024-68-Semaine-15,68,PDV46,43.80366897583008,7.193231105804443,54,21580,1757418652
6252447-11_R_98_1108_15:01-SETP2025-11-Semaine-37,11,RLA359,43.704673767089844,7.250742435455322,191,1315,1757422897
6416315-51_R_98_5105_14:51-PROJET2025-51-Semaine-10,51,TCA115514,43.68198776245117,7.213583946228027,292,930,1757422897
6355835-18_A_50_1801_14:33-SETP2025-18-Semaine-39,18,RLA361,43.72226333618164,7.281994819641113,181,1303,1757422897
6368813-09_R_98_0903_15:10-PROJET2025-09-Semaine-35,09,TCA107747,43.66919708251953,7.209986209869385,281,2967,1757422897
6429239-15_R_99_1504_14:40-SETP2025-15-Semaine-11,15,RLA317,43.68666076660156,7.30250358581543,296,512,1757422897
5925321-54_A_50_5403_14:24-PROJET2025-54-Semaine-17,54,TCA106737,43.74399185180664,7.146321773529053,46,3061,1757422897
6420012-35_A_50_3504_15:17-SETP2025-35-Semaine-35,35,RLA16,43.708560943603516,7.286273956298828,311,2686,1757422897
